scenario_id,time_bin_start,gate_av_n0_spatial,gate_av_n1_passenger_compatible,gate_av_n2_structurally_ready,gate_av_n3_evidence_complete,gate_av_n3a_shared_topk,gate_av_n3b_route_returned,gate_av_n4_pickup_within_patience,gate_av_n5_solver_eligible,gate_av_n6_selected,gate_av_loss_acceptance,gate_av_loss_no_selected_route,gate_av_loss_hard_infeasible,gate_av_loss_hard_unknown,gate_av_loss_evidence_incomplete,gate_av_loss_shared_topk,gate_av_loss_routing_failure,gate_av_loss_patience,gate_av_loss_other_arc_condition,gate_av_loss_dispatch_competition,eligibility_conversion_n5_over_n0,assignment_conversion_n6_over_n0,acceptance_retention_n1_over_n0
BENCH_AV_M,2016-10-31 21:30:00+08:00,1214296,1214296,631018,321720,22264,22264,318,318,64,0,363366,0,219912,309298,299456,0,21946,0,254,0.00026188013466238875,5.270543590689585e-05,1.0
BENCH_AV_M,2016-10-31 21:45:00+08:00,1232487,1232487,601615,220094,16727,16727,235,235,64,0,433366,0,197506,381521,203367,0,16492,0,171,0.00019067138233506723,5.192752540189065e-05,1.0
BENCH_AV_M,2016-10-31 22:00:00+08:00,1239370,1239370,616597,258060,17844,17844,186,186,54,0,419873,0,202900,358537,240216,0,17658,0,132,0.00015007624841653421,4.357052373383251e-05,1.0
BENCH_AV_M,2016-10-31 22:15:00+08:00,1007203,1007203,473643,204717,14410,14410,186,186,42,0,332975,0,200585,268926,190307,0,14224,0,144,0.00018466982326303635,4.1699637511008205e-05,1.0
BENCH_AV_M,2016-10-31 22:30:00+08:00,896802,896802,433242,177621,12233,12233,393,393,64,0,327146,0,136414,255621,165388,0,11840,0,329,0.00043822382198077165,7.136469365590175e-05,1.0
BENCH_AV_M,2016-10-31 22:45:00+08:00,830035,830035,344510,130135,9292,9292,216,216,48,0,285380,0,200145,214375,120843,0,9076,0,168,0.0002602299903016138,5.7828886733691956e-05,1.0
BENCH_AV_M,2016-10-31 23:00:00+08:00,683444,683444,323029,112391,7618,7618,168,168,36,0,261632,0,98783,210638,104773,0,7450,0,132,0.000245813848684018,5.2674396146575285e-05,1.0
BENCH_AV_M,2016-10-31 23:15:00+08:00,625249,625249,256908,96070,6716,6716,297,297,49,0,254118,0,114223,160838,89354,0,6419,0,248,0.0004750107557149232,7.836877787889305e-05,1.0
BENCH_AV_M,2016-10-31 23:30:00+08:00,527679,527679,196234,85629,5864,5864,210,210,43,0,215297,0,116148,110605,79765,0,5654,0,167,0.0003979692199234762,8.148893550814037e-05,1.0
BENCH_AV_M,2016-10-31 23:45:00+08:00,538077,538077,227925,100482,6717,6717,322,322,50,0,210899,0,99253,127443,93765,0,6395,0,272,0.0005984273626265386,9.292350351343767e-05,1.0
BENCH_AV_M,2016-11-01 00:00:00+08:00,64105,64105,49944,38168,1846,1846,20,20,2,0,5233,0,8928,11776,36322,0,1826,0,18,0.0003119881444505109,3.119881444505109e-05,1.0
