date,order_id,transition_index,from_link_id,to_link_id,bridge_found,bridge_repairable,bridge_distance_m,bridge_link_count,bridge_node_path,bridge_reason
20161023,827467e07005a2ac944b5eaad8816c00,4,457983472_10329__n0,457983483_10328__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,827467e07005a2ac944b5eaad8816c00,6,457983472_10329__n0,264110602_10343__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,827467e07005a2ac944b5eaad8816c00,8,457983488_10326__n0,264110606_10212__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,827467e07005a2ac944b5eaad8816c00,9,264110606_10212__n0,267404273_10199__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,827467e07005a2ac944b5eaad8816c00,11,264110603_10196__n0,457983474_10193__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,827467e07005a2ac944b5eaad8816c00,19,212736874_9994__n0,266581123_9997__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,827467e07005a2ac944b5eaad8816c00,21,447556632_9993__n1,258248751_9995__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,827467e07005a2ac944b5eaad8816c00,51,456114495_3830__n0,447556674_3825__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,827467e07005a2ac944b5eaad8816c00,52,447556674_3825__n0,290629752_3822__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,827467e07005a2ac944b5eaad8816c00,57,287208893_3810__n0,295967306_3814__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,827467e07005a2ac944b5eaad8816c00,62,258742307_2667__n15,28258007_2668__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,84a541f30e686d6e280449989075cf98,5,246438218_4608__n0,447556636_4619__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,84a541f30e686d6e280449989075cf98,6,447556636_4619__n0,369790064_4622__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,84a541f30e686d6e280449989075cf98,7,369790064_4622__n0,263773394_4625__n0,False,False,,,,no_directed_path_within_distance_cap
