order_id,gps_interval_time_sec,gps_interval_distance_m,raw_start_time,raw_end_time,traversal_time_sec,traversal_distance_m,negative_traversal_time,negative_traversal_distance,date,time_allocation_error_sec,distance_allocation_error_m,relative_time_error,relative_distance_error,raw_elapsed_time_sec,movement_time_allocated_sec
1d72cad8f040a4461a5090e7f6fb3f30,362.0,3821.790588663563,1476878747,1476879109,362.0,3821.7905886635635,0,0,20161019,0.0,4.547473508864641e-13,0.0,1.189880346231854e-16,362,0.0
1d8b8c267574aed67635b65fb84da4ac,789.0,5864.257150815947,1476859435,1476860224,789.0,5864.257150815947,0,0,20161019,0.0,0.0,0.0,0.0,789,0.0
1e456711a978f0a087f2c052949d230b,1409.0,2694.5755041594875,1476873542,1476874951,1409.0,2694.5755041594875,0,0,20161019,0.0,0.0,0.0,0.0,1409,0.0
1e45da214cf91844c0d0d49da8e06c58,553.0,3488.460500260805,1476876505,1476877058,553.0,3488.460500260805,0,0,20161019,0.0,0.0,0.0,0.0,553,0.0
1f4c70629ba8d9d84610be534ce89ea7,873.0,4906.598048259956,1476869357,1476870230,873.0,4906.598048259956,0,0,20161019,0.0,0.0,0.0,0.0,873,0.0
1fee6bfcafe28609a7f8ed45104bf45a,216.0,1203.832463121905,1476873101,1476873317,216.0,1203.832463121905,0,0,20161019,0.0,0.0,0.0,0.0,216,0.0
1ff24049bc36e99da629f90dff769415,611.0,3380.4970531305967,1476832254,1476832865,611.0,3380.4970531305967,0,0,20161019,0.0,0.0,0.0,0.0,611,0.0
20242280eba27443b8fa9aaed78ddf4f,294.0,3002.7688643263837,1476890012,1476890306,294.0,3002.7688643263837,0,0,20161019,0.0,0.0,0.0,0.0,294,0.0
203f1ba0e43e44a1bde0b095bfc49013,315.0,2286.191013938427,1476833537,1476833852,315.0,2286.191013938427,0,0,20161019,0.0,0.0,0.0,0.0,315,0.0
208bc0f4c4b37f7e518414ebed48d792,681.0,6568.804621301231,1476883904,1476884585,681.0,6568.804621301231,0,0,20161019,0.0,0.0,0.0,0.0,681,0.0
209a26ef4603e9a0866960e457eacb5a,60.0,391.26370431259136,1476866991,1476867051,60.0,391.26370431259136,0,0,20161019,0.0,0.0,0.0,0.0,60,0.0
20d7d3a09da9f91d17a7d2f7b35d188f,30.0,244.80218016512896,1476844504,1476844534,30.0,244.80218016512896,0,0,20161019,0.0,0.0,0.0,0.0,30,0.0
20e7d8ae9902b77ebbdb4588eb80f29e,1006.0,5507.568404325817,1476849459,1476850465,1006.0,5507.568404325817,0,0,20161019,0.0,0.0,0.0,0.0,1006,0.0
210345d6ef036d943345a876dfa4bd31,981.0,9018.92699721288,1476858439,1476859420,981.0,9018.926997212879,0,0,20161019,0.0,-1.8189894035458565e-12,0.0,2.0168578857639927e-16,981,0.0
21351e0c08a462e377b8d0e4ce60b84e,1716.0,10751.318426548776,1476847334,1476849050,1716.0,10751.318426548776,0,0,20161019,0.0,0.0,0.0,0.0,1716,0.0
2138b7a9858078a211b70fdf98aa3860,294.0,2358.24166311654,1476812544,1476812838,294.0,2358.24166311654,0,0,20161019,0.0,0.0,0.0,0.0,294,0.0
21563dd204afd13f76df987eebf97858,931.0,3661.909155101383,1476838812,1476839743,931.0,3661.9091551013826,0,0,20161019,0.0,-4.547473508864641e-13,0.0,1.2418313279371183e-16,931,0.0
21619937f15023f3c47fc7535a88adb3,453.0,2952.443451740402,1476868597,1476869050,453.0,2952.443451740402,0,0,20161019,0.0,0.0,0.0,0.0,453,0.0
21a872b3f503961b2c6c75df26644819,745.0,3513.6140323625023,1476858637,1476859382,745.0,3513.6140323625023,0,0,20161019,0.0,0.0,0.0,0.0,745,0.0
